airmass,ra,dec,ifilter,depth,exposure,expnum,date_obs,pi,prop_id,instrument,obs_type,object,proc_type,prod_type
1.05,335.3839792,-31.39226,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1242049,2023-09-24T04:15:50.492309+0000,Palmese,2022B-715089,decam,object,S230922g 86,raw,image
1.05,332.5927042,-26.80556,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1242039,2023-09-24T04:00:05.030752+0000,Palmese,2022B-715089,decam,object,S230922g 86,raw,image
1.04,340.3442417,-16.98093,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1242031,2023-09-24T03:46:26.662671+0000,Palmese,2022B-715089,decam,object,S230922g 86,raw,image
1.01,338.1353417,-29.54656,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1242024,2023-09-24T03:35:00.112296+0000,Palmese,2022B-715089,decam,object,S230922g 86,raw,image
1.01,339.9874333,-29.34986,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1242033,2023-09-24T03:49:55.414429+0000,Palmese,2022B-715089,decam,object,S230922g 86,raw,image
1.02,339.148575,-31.05309,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1242042,2023-09-24T04:04:52.831220+0000,Palmese,2022B-715089,decam,object,S230922g 86,raw,image
1.19,337.0970083,-24.54,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1241650,2023-09-23T00:40:39.571200+0000,Palmese,2022B-715089,decam,object,S230922g 3013919,raw,image
1.07,345.3490042,-22.16,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1241706,2023-09-23T02:12:59.486830+0000,Palmese,2022B-715089,decam,object,S230922g 3013919,raw,image
1.07,342.5449958,-27.136,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1241696,2023-09-23T01:56:52.619549+0000,Palmese,2022B-715089,decam,object,S230922g 3013919,raw,image
1.03,338.1579917,-32.42,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1241703,2023-09-23T02:08:00.326499+0000,Palmese,2022B-715089,decam,object,S230922g 3013919,raw,image
1.08,344.8504792,-18.11578,i DECam SDSS c0003 7835.0 1470.0,22.9,80,1241978,2023-09-24T02:11:46.237239+0000,Palmese,2022B-715089,decam,object,S230922g,raw,image
1.1,345.5588083,-22.48152,i DECam SDSS c0003 7835.0 1470.0,22.9,80,1241968,2023-09-24T01:50:53.176854+0000,Palmese,2022B-715089,decam,object,S230922g,raw,image
1.05,338.3330083,-32.75529,i DECam SDSS c0003 7835.0 1470.0,22.9,80,1241966,2023-09-24T01:46:36.662566+0000,Palmese,2022B-715089,decam,object,S230922g,raw,image
1,337.0459958,-27.701,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1242013,2023-09-24T03:15:52.187364+0000,Palmese,2022B-715089,decam,object,S230922g 86,raw,image
1.01,335.5486042,-21.91381,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1242007,2023-09-24T03:06:32.010777+0000,Palmese,2022B-715089,decam,object,S230922g 86,raw,image
1.01,336.3718208,-23.40002,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1242001,2023-09-24T02:56:52.512040+0000,Palmese,2022B-715089,decam,object,S230922g 86,raw,image
1.15,343.8398542,-19.68019,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1242089,2023-09-24T05:31:32.554486+0000,Palmese,2022B-715089,decam,object,S230922g 86,raw,image
1.09,334.3120042,-26.319,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1241668,2023-09-23T01:11:02.711872+0000,Palmese,2022B-715089,decam,object,S230922g 3013919,raw,image
1.23,340.8400042,-21.104,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1241654,2023-09-23T00:47:18.554613+0000,Palmese,2022B-715089,decam,object,S230922g 3013919,raw,image
1.12,341.6179958,-25.668,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1241676,2023-09-23T01:24:11.446500+0000,Palmese,2022B-715089,decam,object,S230922g 3013919,raw,image
1.06,336.1319833,-29.367,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1241681,2023-09-23T01:32:15.240066+0000,Palmese,2022B-715089,decam,object,S230922g 3013919,raw,image
1.02,332.3749958,-29.589,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1241699,2023-09-23T02:01:57.840285+0000,Palmese,2022B-715089,decam,object,S230922g 3013919,raw,image
1.02,334.2599833,-29.492,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1241700,2023-09-23T02:03:26.790440+0000,Palmese,2022B-715089,decam,object,S230922g 3013919,raw,image
1.01,336.2449792,-32.566,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1241711,2023-09-23T02:21:38.988830+0000,Palmese,2022B-715089,decam,object,S230922g 3013919,raw,image
1,331.4779958,-28.046,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1241710,2023-09-23T02:19:55.429452+0000,Palmese,2022B-715089,decam,object,S230922g 3013919,raw,image
1.06,343.8100208,-16.326,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1241718,2023-09-23T02:33:03.414144+0000,Palmese,2022B-715089,decam,object,S230922g 3013919,raw,image
1.17,335.747025,-18.82157,i DECam SDSS c0003 7835.0 1470.0,22.9,80,1241936,2023-09-24T00:47:05.139680+0000,Palmese,2022B-715089,decam,object,S230922g,raw,image
1.05,332.5927042,-26.80556,i DECam SDSS c0003 7835.0 1470.0,22.9,80,1241953,2023-09-24T01:21:25.693895+0000,Palmese,2022B-715089,decam,object,S230922g,raw,image
1.02,343.6736833,-28.88279,i DECam SDSS c0003 7835.0 1470.0,22.9,80,1241988,2023-09-24T02:31:48.689557+0000,Palmese,2022B-715089,decam,object,S230922g,raw,image
1.06,333.482325,-31.51945,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1242050,2023-09-24T04:17:19.555095+0000,Palmese,2022B-715089,decam,object,S230922g 86,raw,image
1.06,333.47625,-28.33239,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1242051,2023-09-24T04:18:50.154844+0000,Palmese,2022B-715089,decam,object,S230922g 86,raw,image
1.14,339.2040167,-18.19,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1241675,2023-09-23T01:22:25.222634+0000,Palmese,2022B-715089,decam,object,S230922g 3013919,raw,image
1.11,335.6370167,-18.443,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1241674,2023-09-23T01:20:53.620239+0000,Palmese,2022B-715089,decam,object,S230922g 3013919,raw,image
1.16,338.2160083,-19.796,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1241663,2023-09-23T01:02:44.067705+0000,Palmese,2022B-715089,decam,object,S230922g 3013919,raw,image
1.1,341.8325708,-29.1286,i DECam SDSS c0003 7835.0 1470.0,22.9,80,1241957,2023-09-24T01:29:10.421545+0000,Palmese,2022B-715089,decam,object,S230922g,raw,image
1.15,335.3314792,-28.19901,i DECam SDSS c0003 7835.0 1470.0,22.9,80,1241932,2023-09-24T00:39:21.088736+0000,Palmese,2022B-715089,decam,object,S230922g,raw,image
1.11,336.2752792,-29.71671,i DECam SDSS c0003 7835.0 1470.0,22.9,80,1241944,2023-09-24T01:02:42.889259+0000,Palmese,2022B-715089,decam,object,S230922g,raw,image
1.43,340.874775,-24.52166,i DECam SDSS c0003 7835.0 1470.0,22.9,80,1241914,2023-09-23T23:51:30.497361+0000,Palmese,2022B-715089,decam,object,S230922g,raw,image
1,340.8586333,-27.65362,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1242027,2023-09-24T03:39:54.443433+0000,Palmese,2022B-715089,decam,object,S230922g 86,raw,image
1.05,334.4043167,-29.86129,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1242048,2023-09-24T04:14:19.835094+0000,Palmese,2022B-715089,decam,object,S230922g 86,raw,image
1.08,342.1852667,-14.898,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1242059,2023-09-24T04:31:37.045309+0000,Palmese,2022B-715089,decam,object,S230922g 86,raw,image
1.07,344.005275,-14.772,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1242058,2023-09-24T04:30:08.569197+0000,Palmese,2022B-715089,decam,object,S230922g 86,raw,image
1.09,336.3718208,-23.40002,i DECam SDSS c0003 7835.0 1470.0,22.9,80,1242066,2023-09-24T04:42:13.118336+0000,Palmese,2022B-715089,decam,object,S230922g,raw,image
1.21,338.0590042,-22.898,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1241649,2023-09-23T00:39:10.984206+0000,Palmese,2022B-715089,decam,object,S230922g 3013919,raw,image
1.13,336.1450042,-26.19,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1241659,2023-09-23T00:56:32.738013+0000,Palmese,2022B-715089,decam,object,S230922g 3013919,raw,image
1.05,338.9929958,-30.731,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1241694,2023-09-23T01:53:54.641258+0000,Palmese,2022B-715089,decam,object,S230922g 3013919,raw,image
1.03,337.1149958,-30.894,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1241698,2023-09-23T02:00:23.251035+0000,Palmese,2022B-715089,decam,object,S230922g 3013919,raw,image
1.07,343.6480042,-19.326,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1241705,2023-09-23T02:11:29.204941+0000,Palmese,2022B-715089,decam,object,S230922g 3013919,raw,image
1.01,331.8500083,-21.763,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1241713,2023-09-23T02:25:03.771699+0000,Palmese,2022B-715089,decam,object,S230922g 3013919,raw,image
1.04,334.8600167,-16.951,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1241708,2023-09-23T02:16:30.734495+0000,Palmese,2022B-715089,decam,object,S230922g 3013919,raw,image
1.01,340.8579917,-30.541,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1241722,2023-09-23T02:40:18.381306+0000,Palmese,2022B-715089,decam,object,S230922g 3013919,raw,image
1.06,332.522475,-29.97829,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1242047,2023-09-24T04:12:49.739328+0000,Palmese,2022B-715089,decam,object,S230922g 86,raw,image
1.02,344.54055,-27.18004,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1242054,2023-09-24T04:23:59.072423+0000,Palmese,2022B-715089,decam,object,S230922g 86,raw,image
1.04,336.3182417,-30.894,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1242046,2023-09-24T04:11:17.851872+0000,Palmese,2022B-715089,decam,object,S230922g 86,raw,image
1.05,332.7470708,-23.6592,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1242040,2023-09-24T04:01:36.920654+0000,Palmese,2022B-715089,decam,object,S230922g 86,raw,image
1.04,333.7467917,-22.03947,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1242030,2023-09-24T03:44:43.728356+0000,Palmese,2022B-715089,decam,object,S230922g 86,raw,image
1.06,332.9565458,-20.53907,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1242038,2023-09-24T03:58:21.679407+0000,Palmese,2022B-715089,decam,object,S230922g 86,raw,image
1.04,331.7466,-25.28178,i DECam SDSS c0003 7835.0 1470.0,22.9,80,1241960,2023-09-24T01:35:10.894628+0000,Palmese,2022B-715089,decam,object,S230922g,raw,image
1.02,341.0114417,-30.84212,i DECam SDSS c0003 7835.0 1470.0,22.9,80,1241984,2023-09-24T02:24:09.085920+0000,Palmese,2022B-715089,decam,object,S230922g,raw,image
1.03,344.54055,-27.18004,i DECam SDSS c0003 7835.0 1470.0,22.9,80,1241986,2023-09-24T02:27:58.288740+0000,Palmese,2022B-715089,decam,object,S230922g,raw,image
1.08,341.3632667,-13.46,i DECam SDSS c0003 7835.0 1470.0,22.9,80,1241979,2023-09-24T02:13:46.887950+0000,Palmese,2022B-715089,decam,object,S230922g,raw,image
1.02,331.9471042,-22.14764,i DECam SDSS c0003 7835.0 1470.0,22.9,80,1241976,2023-09-24T02:07:34.167251+0000,Palmese,2022B-715089,decam,object,S230922g,raw,image
1.06,337.7942708,-13.672,i DECam SDSS c0003 7835.0 1470.0,22.9,80,1241981,2023-09-24T02:17:38.013903+0000,Palmese,2022B-715089,decam,object,S230922g,raw,image
1.15,342.7150042,-24.31613,i DECam SDSS c0003 7835.0 1470.0,22.9,80,1241950,2023-09-24T01:15:21.656207+0000,Palmese,2022B-715089,decam,object,S230922g,raw,image
1.17,250.1435833,-20.40861,r DECam SDSS c0002 6415.0 1480.0,22.9,5,1241903,2023-09-23T23:27:36.585997+0000,Palmese,2022B-715089,decam,object,pointing,raw,image
1.44,337.3555042,-21.77169,i DECam SDSS c0003 7835.0 1470.0,22.9,80,1241908,2023-09-23T23:40:31.206447+0000,Palmese,2022B-715089,decam,object,S230922g,raw,image
1.01,334.434225,-26.68437,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1242015,2023-09-24T03:19:38.101302+0000,Palmese,2022B-715089,decam,object,S230922g 86,raw,image
1.01,340.0108958,-23.06989,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1241999,2023-09-24T02:53:54.734873+0000,Palmese,2022B-715089,decam,object,S230922g 86,raw,image
1.03,332.6420083,-23.28,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1241692,2023-09-23T01:50:42.528295+0000,Palmese,2022B-715089,decam,object,S230922g 3013919,raw,image
1.17,342.6590083,-20.93,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1241671,2023-09-23T01:16:13.619514+0000,Palmese,2022B-715089,decam,object,S230922g 3013919,raw,image
1.1,342.549,-24.004,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1241686,2023-09-23T01:40:48.366696+0000,Palmese,2022B-715089,decam,object,S230922g 3013919,raw,image
1.18,340.0150042,-19.65,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1241664,2023-09-23T01:04:13.357028+0000,Palmese,2022B-715089,decam,object,S230922g 3013919,raw,image
1.25,341.9943583,-19.84703,i DECam SDSS c0003 7835.0 1470.0,22.9,80,1241935,2023-09-24T00:45:05.799035+0000,Palmese,2022B-715089,decam,object,S230922g,raw,image
1.36,337.5408292,-18.69634,i DECam SDSS c0003 7835.0 1470.0,22.9,80,1241920,2023-09-24T00:03:03.073155+0000,Palmese,2022B-715089,decam,object,S230922g,raw,image
1.11,337.7384542,-15.64704,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1242063,2023-09-24T04:37:34.665724+0000,Palmese,2022B-715089,decam,object,S230922g 86,raw,image
1.03,345.5588083,-22.48152,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1242056,2023-09-24T04:26:57.769467+0000,Palmese,2022B-715089,decam,object,S230922g 86,raw,image
1.13,344.6926208,-21.0844,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1242088,2023-09-24T05:30:02.660486+0000,Palmese,2022B-715089,decam,object,S230922g 86,raw,image
1.25,341.1645917,-18.41852,i DECam SDSS c0003 7835.0 1470.0,22.9,80,1241934,2023-09-24T00:43:17.665878+0000,Palmese,2022B-715089,decam,object,S230922g,raw,image
1.06,332.7470708,-23.6592,i DECam SDSS c0003 7835.0 1470.0,22.9,80,1241954,2023-09-24T01:23:15.994459+0000,Palmese,2022B-715089,decam,object,S230922g,raw,image
1.12,339.9874333,-29.34986,i DECam SDSS c0003 7835.0 1470.0,22.9,80,1241948,2023-09-24T01:10:55.371741+0000,Palmese,2022B-715089,decam,object,S230922g,raw,image
1.09,333.9622958,-18.93534,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1242053,2023-09-24T04:22:03.551615+0000,Palmese,2022B-715089,decam,object,S230922g 86,raw,image
1.05,336.7445708,-17.22838,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1242035,2023-09-24T03:53:18.798160+0000,Palmese,2022B-715089,decam,object,S230922g 86,raw,image
1.02,346.4415,-23.87256,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1242055,2023-09-24T04:25:29.508292+0000,Palmese,2022B-715089,decam,object,S230922g 86,raw,image
1.16,336.4243792,-32.92231,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1242084,2023-09-24T05:23:51.401002+0000,Palmese,2022B-715089,decam,object,S230922g 86,raw,image
1.12,339.4662167,-34.27018,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1242081,2023-09-24T05:19:20.833601+0000,Palmese,2022B-715089,decam,object,S230922g 86,raw,image
1.09,341.3632667,-13.46,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1242060,2023-09-24T04:33:06.307038+0000,Palmese,2022B-715089,decam,object,S230922g 86,raw,image
1.07,341.3632667,-13.46,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1241717,2023-09-23T02:31:32.511758+0000,Palmese,2022B-715089,decam,object,S230922g 3013919,raw,image
1.08,342.1852667,-14.898,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1241707,2023-09-23T02:14:45.483317+0000,Palmese,2022B-715089,decam,object,S230922g 3013919,raw,image
1.1,343.8398542,-19.68019,i DECam SDSS c0003 7835.0 1470.0,22.9,80,1241967,2023-09-24T01:49:03.197599+0000,Palmese,2022B-715089,decam,object,S230922g,raw,image
1.01,331.6121833,-28.43921,i DECam SDSS c0003 7835.0 1470.0,22.9,80,1241972,2023-09-24T01:59:07.457791+0000,Palmese,2022B-715089,decam,object,S230922g,raw,image
1.01,335.3314792,-28.19901,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1242017,2023-09-24T03:23:05.352131+0000,Palmese,2022B-715089,decam,object,S230922g 86,raw,image
1.01,342.8355458,-21.26945,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1242018,2023-09-24T03:25:13.407242+0000,Palmese,2022B-715089,decam,object,S230922g 86,raw,image
1.08,334.6420042,-20.051,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1241679,2023-09-23T01:28:55.109206+0000,Palmese,2022B-715089,decam,object,S230922g 3013919,raw,image
1.12,342.8160167,-17.9,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1241688,2023-09-23T01:44:11.383151+0000,Palmese,2022B-715089,decam,object,S230922g 3013919,raw,image
1.11,338.4040208,-16.725,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1241684,2023-09-23T01:37:12.531920+0000,Palmese,2022B-715089,decam,object,S230922g 3013919,raw,image
1.11,337.0459958,-27.701,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1241666,2023-09-23T01:07:37.541747+0000,Palmese,2022B-715089,decam,object,S230922g 3013919,raw,image
1.03,332.472,-26.425,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1241691,2023-09-23T01:49:12.045879+0000,Palmese,2022B-715089,decam,object,S230922g 3013919,raw,image
1.17,337.971,-26.037,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1241655,2023-09-23T00:49:06.423380+0000,Palmese,2022B-715089,decam,object,S230922g 3013919,raw,image
1.46,340.0108958,-23.06989,i DECam SDSS c0003 7835.0 1470.0,22.9,80,1241911,2023-09-23T23:46:01.747665+0000,Palmese,2022B-715089,decam,object,S230922g,raw,image
1.36,341.8445083,-22.8836,i DECam SDSS c0003 7835.0 1470.0,22.9,80,1241925,2023-09-24T00:12:30.586850+0000,Palmese,2022B-715089,decam,object,S230922g,raw,image
1.08,344.0050208,-16.71162,i DECam SDSS c0003 7835.0 1470.0,22.9,80,1241980,2023-09-24T02:15:36.865063+0000,Palmese,2022B-715089,decam,object,S230922g,raw,image
1.08,339.571275,-13.568,i DECam SDSS c0003 7835.0 1470.0,22.9,80,1241977,2023-09-24T02:09:48.493774+0000,Palmese,2022B-715089,decam,object,S230922g,raw,image
1.01,340.874775,-24.52166,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1242002,2023-09-24T02:58:27.753908+0000,Palmese,2022B-715089,decam,object,S230922g 86,raw,image
1.01,342.8642708,-30.60458,i DECam SDSS c0003 7835.0 1470.0,22.9,80,1241994,2023-09-24T02:44:33.331584+0000,Palmese,2022B-715089,decam,object,S230922g,raw,image
1,336.2688458,-26.53866,g DECam SDSS c0001 4720.0 1520.0,22.9,60,1242006,2023-09-24T03:04:57.760529+0000,Palmese,2022B-715089,decam,object,S230922g 86,raw,image
1.04,346.4415,-23.87256,i DECam SDSS c0003 7835.0 1470.0,22.9,80,1241987,2023-09-24T02:29:49.655004+0000,Palmese,2022B-715089,decam,object,S230922g,raw,image
