86	337.3552408	-21.77169021	g	g	60	g	g	g
87	338.1880701	-23.24270248	g	g	60	g	g	g
88	337.2201995	-24.88521859	g	g	60	g	g	g
89	340.0106392	-23.06989362	g	g	60	g	g	g
90	339.1702072	-21.61609253	g	g	60	g	g	g
91	336.3715605	-23.40002185	g	g	60	g	g	g
92	340.8745229	-24.52165624	g	g	60	g	g	g
93	338.1013082	-26.37141882	g	g	60	g	g	g
94	340.9962273	-21.44801729	g	g	60	g	g	g
95	337.5405669	-18.69634419	g	g	60	g	g	g
96	336.2685926	-26.53865603	g	g	60	g	g	g
97	335.5483418	-21.91381419	g	g	60	g	g	g
98	334.484	-24.68	g	g	60	g	g	g
99	339.045335	-24.71268955	g	g	60	g	g	g
100	338.3481894	-20.15924506	g	g	60	g	g	g
101	340.1636242	-20.00737137	g	g	60	g	g	g
102	334.5591414	-23.53885533	g	g	60	g	g	g
103	337.0457479	-27.701	g	g	60	g	g	g
104	341.8442557	-22.88359876	g	g	60	g	g	g
105	334.4339674	-26.6843744	g	g	60	g	g	g
106	336.5428128	-20.29864746	g	g	60	g	g	g
107	335.3312258	-28.199015	g	g	60	g	g	g
108	342.8352814	-21.26945465	g	g	60	g	g	g
109	341.1643322	-18.41852033	g	g	60	g	g	g
110	341.994101	-19.84702649	g	g	60	g	g	g
111	335.7467628	-18.82156671	g	g	60	g	g	g
112	339.3454266	-18.56166415	g	g	60	g	g	g
113	341.7679046	-25.97338825	g	g	60	g	g	g
114	338.1350932	-29.54656424	g	g	60	g	g	g
115	339.9330854	-26.18266077	g	g	60	g	g	g
116	334.746505	-20.4265894	g	g	60	g	g	g
117	340.8583863	-27.6536248	g	g	60	g	g	g
118	339.0199429	-27.85962578	g	g	60	g	g	g
119	336.2750404	-29.71671069	g	g	60	g	g	g
120	333.746535	-22.03946532	g	g	60	g	g	g
121	340.3439675	-16.98093469	g	g	60	g	g	g
122	338.5376204	-17.10788766	g	g	60	g	g	g
123	339.9872042	-29.34985875	g	g	60	g	g	g
124	342.7147496	-24.31612898	g	g	60	g	g	g
125	336.7443139	-17.22838447	g	g	60	g	g	g
126	342.9982662	-18.26889762	g	g	60	g	g	g
127	342.1663516	-16.84751734	g	g	60	g	g	g
128	332.9562937	-20.53907222	g	g	60	g	g	g
129	332.5924609	-26.80555784	g	g	60	g	g	g
130	332.7468243	-23.65919593	g	g	60	g	g	g
131	331.7463537	-25.28177825	g	g	60	g	g	g
132	339.1483443	-31.05308612	g	g	60	g	g	g
133	341.8323275	-29.12859745	g	g	60	g	g	g
134	342.6968411	-27.42709369	g	g	60	g	g	g
135	343.6919023	-22.68581054	g	g	60	g	g	g
136	336.318	-30.894	g	g	60	g	g	g
137	332.5222337	-29.97828928	g	g	60	g	g	g
138	334.4040691	-29.86128614	g	g	60	g	g	g
139	335.38374	-31.39225667	g	g	60	g	g	g
140	333.4820892	-31.51945349	g	g	60	g	g	g
141	338.3327687	-32.75528855	g	g	60	g	g	g
142	344.5679924	-24.09809757	g	g	60	g	g	g
143	343.8395986	-19.68019164	g	g	60	g	g	g
144	345.5585635	-22.48152311	g	g	60	g	g	g
145	342.185	-14.898	g	g	60	g	g	g
146	334.962067	-17.33943423	g	g	60	g	g	g
147	333.9620323	-18.93533907	g	g	60	g	g	g
148	331.6119353	-28.43921166	g	g	60	g	g	g
149	336.4241502	-32.92231151	g	g	60	g	g	g
150	333.5741878	-25.17077028	g	g	60	g	g	g
151	331.9468385	-22.14764152	g	g	60	g	g	g
152	337.794	-13.672	g	g	60	g	g	g
153	339.571	-13.568	g	g	60	g	g	g
154	344.8502166	-18.11578489	g	g	60	g	g	g
155	341.363	-13.46	g	g	60	g	g	g
156	344.0047496	-16.71161613	g	g	60	g	g	g
157	344.005	-14.772	g	g	60	g	g	g
158	337.7381874	-15.64703903	g	g	60	g	g	g
159	344.6923572	-21.08440024	g	g	60	g	g	g
160	341.0111962	-30.84211983	g	g	60	g	g	g
161	340.2264312	-32.55865566	g	g	60	g	g	g
162	344.540297	-27.18003956	g	g	60	g	g	g
163	346.4412438	-23.87256096	g	g	60	g	g	g
164	343.6734378	-28.88278854	g	g	60	g	g	g
165	339.5319918	-15.53527031	g	g	60	g	g	g
166	335.9574276	-15.7523628	g	g	60	g	g	g
167	345.7051088	-19.51086003	g	g	60	g	g	g
168	342.8640309	-30.60458098	g	g	60	g	g	g
169	333.4760057	-28.33238934	g	g	60	g	g	g
170	339.4659783	-34.27017868	g	g	60	g	g	g
