3014360 114.85475 -25.09600 60423.05891 23.93606 79 0.00271 1.33604 r
3014376 115.32075 -26.71200 60423.06025 23.93606 79 0.00229 1.32677 r
3014375 113.80775 -27.71600 60423.06160 23.93606 79 0.00174 1.35693 r
3012400 123.70875 -34.77200 60423.06294 23.93606 79 0.00182 1.19817 r
3012414 125.85475 -35.22500 60423.06428 23.93606 79 0.00162 1.17978 r
3012415 127.31875 -34.01000 60423.06562 23.93606 79 0.00147 1.17019 r
3012413 124.35075 -36.40900 60423.06697 23.93606 79 0.00133 1.20655 r
3012424 126.53075 -36.86300 60423.06831 23.93606 79 0.00125 1.18782 r
3012412 122.81275 -37.56200 60423.06965 23.93606 79 0.00121 1.23616 r
3012379 115.15575 -38.52600 60423.07100 23.93606 79 0.00094 1.35342 r
3014359 113.35875 -26.09100 60423.07234 23.93606 79 0.00123 1.45767 r
3014317 122.76075 -11.34000 60423.07368 23.93606 79 0.00138 1.41594 r
2014343 128.24400 -9.29700 60423.07502 23.93606 79 0.00139 1.34718 r
3014405 132.44175 -13.97500 60423.07637 23.93606 79 0.00135 1.24324 r
3014372 131.34375 -10.93600 60423.07771 23.93606 79 0.00132 1.29437 r
3014329 125.93475 -10.40600 60423.07905 23.93606 79 0.00113 1.40284 r
3014406 133.66275 -12.55700 60423.08039 23.93606 79 0.00100 1.25895 r
3014423 133.00375 -15.49700 60423.08174 23.93606 79 0.00102 1.24902 r
2014330 126.45200 -9.12800 60423.08308 23.93606 79 0.00097 1.43960 r
3014389 133.09875 -11.02800 60423.08442 23.93606 79 0.00085 1.30350 r
3014318 124.10475 -10.15100 60423.08576 23.93606 79 0.00055 1.50072 r
3012425 128.00575 -35.63800 60423.08711 23.93606 79 0.00093 1.25168 r
3012423 125.02075 -38.05800 60423.08845 23.93606 79 0.00079 1.29778 r
3012431 127.23775 -38.51400 60423.08979 23.93606 79 0.00076 1.27286 r
