3013919,337.23175,-21.415,60209.98213,23.77989,60,0.0222,1.50445,i
3005357,338.05875,-22.898,60209.98463,23.77989,60,0.02033,1.48687,i
3005371,337.09675,-24.54,60209.98713,23.77989,60,0.01708,1.42852,i
3013940,339.86775,-22.734,60209.98963,23.77989,60,0.01636,1.48862,i
3013941,339.03175,-21.266,60209.99213,23.77989,60,0.01623,1.46171,i
3005370,336.25375,-23.044,60209.99463,23.77989,60,0.01581,1.36759,i
3005346,340.72775,-24.201,60209.99713,23.77989,60,0.01575,1.43179,i
3005372,337.97075,-26.037,60209.99963,23.77989,60,0.01484,1.34514,i
3013939,340.83975,-21.104,60210.00213,23.77989,60,0.01361,1.42257,i
3013943,337.41575,-18.322,60210.00463,23.77989,60,0.01358,1.36095,i
3005387,336.14475,-26.19,60210.00713,23.77989,60,0.01287,1.26958,i
3005369,335.43675,-21.548,60210.00963,23.77989,60,0.01253,1.27184,i
3005386,335.28075,-24.68,60210.01213,23.77989,60,0.01241,1.23882,i
3005358,338.91075,-24.38,60210.01463,23.77989,60,0.01233,1.28,i
3013942,338.21575,-19.796,60210.01713,23.77989,60,0.01228,1.28506,i
3013961,340.01475,-19.65,60210.01963,23.77989,60,0.01206,1.3004,i
3005385,334.44875,-23.172,60210.02213,23.77989,60,0.0118,1.19009,i
3005388,337.04575,-27.701,60210.02463,23.77989,60,0.01153,1.19201,i
3013918,341.68275,-22.555,60210.02713,23.77989,60,0.01143,1.26441,i
3005403,334.31175,-26.319,60210.02963,23.77989,60,0.01138,1.14786,i
3013920,336.42575,-19.931,60210.03213,23.77989,60,0.01138,1.18812,i
3005404,335.19975,-27.842,60210.03463,23.77989,60,0.01108,1.13509,i
3013917,342.65875,-20.93,60210.03713,23.77989,60,0.01065,1.23708,i
3013960,341.00275,-18.049,60210.03963,23.77989,60,0.01063,1.22229,i
3013938,341.82375,-19.492,60210.04213,23.77989,60,0.01029,1.21184,i
3013921,335.63675,-18.443,60210.04463,23.77989,60,0.01025,1.14246,i
3013962,339.20375,-18.19,60210.04713,23.77989,60,0.01021,1.16972,i
3005389,337.99275,-29.215,60210.05088,23.77989,60,0.00975,1.10627,i
3005347,341.61775,-25.668,60210.05213,23.77989,60,0.00967,1.14195,i
3005359,339.79475,-25.863,60210.05463,23.77989,60,0.00963,1.11704,i
3013899,334.64175,-20.051,60210.05713,23.77989,60,0.00951,1.09135,i
3005360,340.71575,-27.348,60210.05963,23.77989,60,0.00941,1.10623,i
3005405,336.13175,-29.367,60210.06213,23.77989,60,0.00882,1.06547,i
3013979,340.19175,-16.598,60210.06588,23.77989,60,0.00932,1.12616,i
3013963,338.40375,-16.725,60210.06838,23.77989,60,0.00886,1.10528,i
3005384,333.64375,-21.664,60210.06963,23.77989,60,0.00862,1.05365,i
3005374,339.84275,-29.038,60210.07213,23.77989,60,0.00831,1.06639,i
3013944,336.62675,-16.843,60210.07588,23.77989,60,0.00808,1.07699,i
3013898,342.54875,-24.004,60210.07713,23.77989,60,0.00771,1.082,i
3013937,342.81575,-17.9,60210.07963,23.77989,60,0.00759,1.1016,i
3013959,341.99275,-16.465,60210.08213,23.77989,60,0.00692,1.09742,i
3005420,332.47175,-26.425,60210.08588,23.77989,60,0.00695,1.01686,i
3005401,332.64175,-23.28,60210.08838,23.77989,60,0.00692,1.02067,i
3005383,332.86075,-20.156,60210.08963,23.77989,60,0.00646,1.02887,i
3005390,338.99275,-30.731,60210.09338,23.77989,60,0.00609,1.02548,i
3005361,341.68475,-28.835,60210.09588,23.77989,60,0.00595,1.03308,i
3005348,342.54475,-27.136,60210.09838,23.77989,60,0.0058,1.03471,i
3013897,343.50875,-22.363,60210.10088,23.77989,60,0.0057,1.045,i
3005419,331.63475,-24.895,60210.10338,23.77989,60,0.00565,1.00625,i
3005406,337.11475,-30.894,60210.10463,23.77989,60,0.00565,1.00909,i
3005440,332.37475,-29.589,60210.10713,23.77989,60,0.0053,1.0013,i
3005422,334.25975,-29.492,60210.10963,23.77989,60,0.00518,1.00217,i
3005423,335.22375,-31.029,60210.11213,23.77989,60,0.00493,1.00218,i
3005441,333.31875,-31.135,60210.11463,23.77989,60,0.0049,1.00036,i
3005407,338.15775,-32.42,60210.11713,23.77989,60,0.00474,1.00399,i
3013916,343.64775,-19.326,60210.12088,23.77989,60,0.00523,1.0305,i
3013878,345.34875,-22.16,60210.12338,23.77989,60,0.00507,1.02366,i
2013958,342.185,-14.898,60210.12588,23.77989,60,0.00507,1.04266,i
3013922,334.85975,-16.951,60210.12838,23.77989,60,0.00501,1.02822,i
3013900,333.86375,-18.551,60210.13088,23.77989,60,0.00492,1.02327,i
3005439,331.47775,-28.046,60210.13338,23.77989,60,0.00461,1.00668,i
3005424,336.24475,-32.566,60210.13588,23.77989,60,0.00457,1.00196,i
3013879,344.38075,-23.793,60210.13838,23.77989,60,0.00476,1.00841,i
3005402,333.46075,-24.799,60210.13963,23.77989,60,0.00454,1.01123,i
3005400,331.84975,-21.763,60210.14213,23.77989,60,0.00424,1.02356,i
2013994,339.571,-13.568,60210.14588,23.77989,60,0.00423,1.04594,i
3013915,344.64375,-17.745,60210.14838,23.77989,60,0.00418,1.02454,i
2013977,341.363,-13.46,60210.15088,23.77989,60,0.00413,1.04655,i
3013936,343.80975,-16.326,60210.15338,23.77989,60,0.00402,1.03103,i
2013981,337.794,-13.672,60210.15463,23.77989,60,0.00401,1.05372,i
2013935,344.005,-14.772,60210.15713,23.77989,60,0.00379,1.03925,i
3013964,337.61275,-15.252,60210.15963,23.77989,60,0.00365,1.05059,i
3005375,340.85775,-30.541,60210.16338,23.77989,60,0.00416,1.0084,i
3005391,340.05475,-32.246,60210.16588,23.77989,60,0.00399,1.01246,i
3005338,344.37375,-26.904,60210.16838,23.77989,60,0.00394,1.00734,i
3013861,346.22575,-23.57,60210.17088,23.77989,60,0.00357,1.01124,i
3005349,343.51975,-28.608,60210.17338,23.77989,60,0.00355,1.01102,i
3013896,344.49075,-20.746,60210.17463,23.77989,60,0.00347,1.02442,i
3013980,339.38875,-15.14,60210.17713,23.77989,60,0.00332,1.06754,i
3013945,335.84775,-15.356,60210.17963,23.77989,60,0.00316,1.08861,i
3013895,345.48675,-19.154,60210.18213,23.77989,60,0.00312,1.03425,i
3005421,333.34475,-27.957,60210.18588,23.77989,60,0.00345,1.07295,i
3005362,342.70975,-30.324,60210.18713,23.77989,60,0.00327,1.02717,i
3005408,339.26775,-33.944,60210.18963,23.77989,60,0.00301,1.04576,i
