3013919,337.23175,-21.415,60209.98088,23.77989,60,0.0222,1.51608,g
3005357,338.05875,-22.898,60209.98338,23.77989,60,0.02033,1.4981,g
3005371,337.09675,-24.54,60209.98588,23.77989,60,0.01708,1.43849,g
3013940,339.86775,-22.734,60209.98838,23.77989,60,0.01636,1.49988,g
3013941,339.03175,-21.266,60209.99088,23.77989,60,0.01623,1.47243,g
3005370,336.25375,-23.044,60209.99338,23.77989,60,0.01581,1.37636,g
3005346,340.72775,-24.201,60209.99588,23.77989,60,0.01575,1.44184,g
3005372,337.97075,-26.037,60209.99838,23.77989,60,0.01484,1.35341,g
3013939,340.83975,-21.104,60210.00088,23.77989,60,0.01361,1.43247,g
3013943,337.41575,-18.322,60210.00338,23.77989,60,0.01358,1.36955,g
3005387,336.14475,-26.19,60210.00588,23.77989,60,0.01287,1.27638,g
3005369,335.43675,-21.548,60210.00838,23.77989,60,0.01253,1.2787,g
3005386,335.28075,-24.68,60210.01088,23.77989,60,0.01241,1.24505,g
3005358,338.91075,-24.38,60210.01338,23.77989,60,0.01233,1.28702,g
3013942,338.21575,-19.796,60210.01588,23.77989,60,0.01228,1.29215,g
3013961,340.01475,-19.65,60210.01838,23.77989,60,0.01206,1.3078,g
3005385,334.44875,-23.172,60210.02088,23.77989,60,0.0118,1.19535,g
3005388,337.04575,-27.701,60210.02338,23.77989,60,0.01153,1.19731,g
3013918,341.68275,-22.555,60210.02588,23.77989,60,0.01143,1.27114,g
3005403,334.31175,-26.319,60210.02838,23.77989,60,0.01138,1.1523,g
3013920,336.42575,-19.931,60210.03088,23.77989,60,0.01138,1.19328,g
3005404,335.19975,-27.842,60210.03338,23.77989,60,0.01108,1.13928,g
3013917,342.65875,-20.93,60210.03588,23.77989,60,0.01065,1.24324,g
3013960,341.00275,-18.049,60210.03838,23.77989,60,0.01063,1.22807,g
3013938,341.82375,-19.492,60210.04088,23.77989,60,0.01029,1.21746,g
3013921,335.63675,-18.443,60210.04338,23.77989,60,0.01025,1.1466,g
3013962,339.20375,-18.19,60210.04588,23.77989,60,0.01021,1.17443,g
3005347,341.61775,-25.668,60210.04838,23.77989,60,0.00967,1.1552,g
3005389,337.99275,-29.215,60210.04963,23.77989,60,0.00975,1.10985,g
3005359,339.79475,-25.863,60210.05338,23.77989,60,0.00963,1.12087,g
3013899,334.64175,-20.051,60210.05588,23.77989,60,0.00951,1.09443,g
3005360,340.71575,-27.348,60210.05838,23.77989,60,0.00941,1.10983,g
3005405,336.13175,-29.367,60210.06088,23.77989,60,0.00882,1.06817,g
3005384,333.64375,-21.664,60210.06338,23.77989,60,0.00862,1.06533,g
3013979,340.19175,-16.598,60210.06463,23.77989,60,0.00932,1.12982,g
3013963,338.40375,-16.725,60210.06713,23.77989,60,0.00886,1.10846,g
3005374,339.84275,-29.038,60210.07088,23.77989,60,0.00831,1.06911,g
3013898,342.54875,-24.004,60210.07338,23.77989,60,0.00771,1.09129,g
3013944,336.62675,-16.843,60210.07463,23.77989,60,0.00808,1.07946,g
3013937,342.81575,-17.9,60210.07838,23.77989,60,0.00759,1.10479,g
3013959,341.99275,-16.465,60210.08088,23.77989,60,0.00692,1.10039,g
